created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Wed May 14 06:38:01 +0000 2014,4.66467451186577E+017,Video: Pidato Pemberlakuan Syariat Islam di Brunei Darussalam http://t.co/CRdDfqdqlb via @fimadani,0,0,0,0,in,282289545,4.66467451186577E+017,kn_bangdol,https://twitter.com/kn_bangdol/status/466467451186577408
Tue May 13 03:47:08 +0000 2014,4.66062058731995E+017,Video: Pidato Pemberlakuan Syariat Islam di Brunei Darussalam http://t.co/ZEcvMgN1w2,0,0,0,0,in,1170851060,4.66062058731995E+017,Rafliansyah26,https://twitter.com/Rafliansyah26/status/466062058731995137
Tue May 13 02:48:45 +0000 2014,4.66047367813136E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat: BRUNEI Darussalam terus menjadi pusat perhat... http://t.co/VvK17xDSDs,0,0,0,0,in,1229909190,4.66047367813136E+017,UmmuAyu,https://twitter.com/UmmuAyu/status/466047367813136384
Tue May 13 02:01:47 +0000 2014,4.6603554614634E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat: BRUNEI Darussalam terus menjadi pusat perhat... http://t.co/U5cqgvUbDX,0,0,0,0,in,2439685934,4.6603554614634E+017,HijabMuslimahID,https://twitter.com/HijabMuslimahID/status/466035546146340866
Tue May 13 01:52:19 +0000 2014,4.6603316316094E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat: BRUNEI Darussalam terus menjadi pusat perhat... http://t.co/Kal2Rev1rp,0,0,0,0,in,1184518591,4.6603316316094E+017,onedecember,https://twitter.com/onedecember/status/466033163160940544
Tue May 13 01:33:48 +0000 2014,4.66028505537335E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat: BRUNEI Darussalam terus menjadi pusat perhat... http://t.co/g9X9pBPmzC,0,0,0,0,in,2228277853,4.66028505537335E+017,AnakBangsaDotId,https://twitter.com/AnakBangsaDotId/status/466028505537335297
Tue May 13 01:27:11 +0000 2014,4.66026838083371E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat: BRUNEI Darussalam terus menjadi pusat perhat... http://t.co/EsnSbaOztM,0,0,0,0,in,82882851,4.66026838083371E+017,pujisaqutra,https://twitter.com/pujisaqutra/status/466026838083371008
Tue May 13 01:20:40 +0000 2014,4.6602519754011E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat: BRUNEI Darussalam terus menjadi pusat perhat... http://t.co/NGfeDppNlw,0,0,0,0,in,2180140004,4.6602519754011E+017,FSI_Landbouw,https://twitter.com/FSI_Landbouw/status/466025197540110336
Tue May 13 01:18:25 +0000 2014,4.66024631019651E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat: BRUNEI Darussalam terus menjadi pusat perhat... http://t.co/NtHpXjVz8c,0,0,1,1,in,430787499,4.66024631019651E+017,Islampos,https://twitter.com/Islampos/status/466024631019651072
Tue May 13 01:18:24 +0000 2014,4.66024628238831E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat: BRUNEI Darussalam terus menjadi pusat perhat... http://t.co/o35rAeCCL2,0,0,0,0,in,170598181,4.66024628238831E+017,IzalSyuhada24,https://twitter.com/IzalSyuhada24/status/466024628238831617
Tue May 13 01:18:22 +0000 2014,4.66024618390601E+017,Tegaknya Syariat Islam di Brunei: Ekonomi Kuat dan Pemimpin Taat: BRUNEI Darussalam terus menjadi pusat perhat... http://t.co/CPgfM0FyV7,0,0,0,0,in,181075446,4.66024618390601E+017,mediaislam,https://twitter.com/mediaislam/status/466024618390601728
Mon May 12 13:48:25 +0000 2014,4.6585098953517E+017,Video: Pidato Pemberlakuan Syariat Islam di Brunei Darussalam http://t.co/CLum1MssHZ,0,0,0,0,in,1279811282,4.6585098953517E+017,Berita_3,https://twitter.com/Berita_3/status/465850989535170560
Mon May 12 10:38:04 +0000 2014,4.65803084774387E+017,Video: Pidato Pemberlakuan Syariat Islam di Brunei Darussalam http://t.co/ejqHi2YdcT #Gallery #Video #bruneidarussalam,0,0,0,0,in,625217356,4.65803084774387E+017,insiwicida,https://twitter.com/insiwicida/status/465803084774387712
Mon May 12 10:27:44 +0000 2014,4.65800484813832E+017,Video: Pidato Pemberlakuan Syariat Islam di Brunei Darussalam http://t.co/3BCpFjK19T,0,0,0,0,in,605352608,4.65800484813832E+017,tujuhempatenam,https://twitter.com/tujuhempatenam/status/465800484813832192
Mon May 12 10:20:59 +0000 2014,4.65798785747001E+017,Video: Pidato Pemberlakuan Syariat Islam di Brunei Darussalam: Sultan Hasanal Bolkiah dalam pernyataan pemberl... http://t.co/LOWlTDwROp,0,0,0,0,in,1624018464,4.65798785747001E+017,tanahumus,https://twitter.com/tanahumus/status/465798785747001345
